,neg,pos
mom,24.0,22.0
moment,272.0,286.0
momentari,2.0,1.0
momentarili,4.0,1.0
momentsprologu,1.0,
momentum,8.0,7.0
momma,16.0,4.0
mommi,8.0,1.0
momsen,3.0,
momument,1.0,
mon,1.0,1.0
mona,11.0,
monasteri,2.0,1.0
monday,4.0,
mone,,1.0
monet,,1.0
monetari,,4.0
money,181.0,178.0
moneygrub,1.0,
moneymak,3.0,1.0
moneywis,1.0,
mongo,1.0,
mongolian,,1.0
mongrel,1.0,
monica,11.0,
monik,3.0,2.0
moniqu,1.0,
monit,,1.0
monitor,,4.0
monk,4.0,5.0
monkey,29.0,31.0
monklik,,1.0
mono,1.0,3.0
monogami,,1.0
monoko,,1.0
monolith,4.0,1.0
monologu,9.0,11.0
monomaniac,,1.0
mononok,,1.0
monopoli,,2.0
monosyl,,1.0
monosyllab,1.0,
monoton,14.0,5.0
monotoni,2.0,1.0
monro,,6.0
monroth,,1.0
monsieur,,1.0
monsoon,,1.0
monster,56.0,53.0
monsterinstig,1.0,
monstermovi,1.0,
monstros,1.0,
monstrous,5.0,5.0
montag,12.0,10.0
montageback,,1.0
montagu,,4.0
montana,1.0,16.0
montenegro,,2.0
monterey,,2.0
montero,,2.0
montgomeri,5.0,1.0
month,52.0,56.0
monti,6.0,25.0
montmartr,1.0,
montoya,3.0,2.0
montreal,1.0,7.0
monument,8.0,2.0
moo,,1.0
mooch,,1.0
mood,23.0,50.0
moodi,3.0,11.0
mook,2.0,
moon,6.0,12.0
mooncrawl,2.0,
mooney,,2.0
moonlight,,2.0
moonlit,,1.0
moonrak,1.0,
moonshin,,2.0
moonstruck,,1.0
moor,28.0,29.0
moot,,1.0
mope,6.0,1.0
mopey,1.0,
moptop,1.0,
moral,32.0,81.0
moralchristian,,1.0
moralist,3.0,3.0
moran,1.0,2.0
morani,3.0,1.0
morant,1.0,1.0
morass,1.0,2.0
morbid,3.0,1.0
mordr,,1.0
more,1060.0,1316.0
moreal,,1.0
moreau,10.0,4.0
moreaus,3.0,
moreov,3.0,5.0
moresco,5.0,
moreso,1.0,1.0
morethanwelcom,,1.0
moretti,,3.0
moreus,1.0,
morgan,18.0,22.0
morgu,6.0,2.0
mori,1.0,
moriarti,1.0,4.0
moribund,1.0,
moriceaus,,1.0
morissett,,3.0
morita,,4.0
moritz,,1.0
morloc,,2.0
morlock,,1.0
mormon,,1.0
morn,26.0,22.0
mornay,4.0,
morneau,1.0,
moroccan,,2.0
morocco,,5.0
moron,19.0,12.0
moroniclook,1.0,
moros,2.0,3.0
morph,6.0,2.0
morpheus,,7.0
morpheuss,,1.0
morphin,,2.0
morri,2.0,1.0
morricon,2.0,2.0
morrison,2.0,6.0
morritz,3.0,
morrow,,7.0
mors,1.0,7.0
morsel,1.0,3.0
mort,,1.0
mortal,19.0,8.0
mortallythreaten,1.0,
mortar,1.0,
mortensen,6.0,1.0
mortgag,3.0,2.0
mortician,,1.0
mortifi,1.0,
mortizen,,3.0
morton,1.0,1.0
morva,,1.0
mos,1.0,1.0
mosaffa,,2.0
mosaic,,3.0
moscow,1.0,6.0
mose,9.0,9.0
mosess,,2.0
mosey,2.0,
mosqu,,1.0
mosquito,1.0,1.0
moss,1.0,11.0
mosscov,,1.0
mostel,1.0,
mostfam,,1.0
mostlymisfir,1.0,
mostlystraightforward,,1.0
mostlyunrelatedstorywis,,1.0
mostow,2.0,2.0
motel,9.0,5.0
mothbal,1.0,
mother,101.0,202.0
motherdaught,3.0,
motherinlaw,4.0,7.0
motherland,,1.0
motherlandon,,1.0
motherless,,1.0
motherload,,1.0
motherlod,,1.0
motherofallstorm,,1.0
mothersinlaw,1.0,
mothertob,1.0,
motherwholovesyou,1.0,
motif,2.0,2.0
motion,64.0,69.0
motionless,,1.0
motionto,,1.0
motiv,35.0,40.0
motiveless,,1.0
motley,1.0,6.0
motor,3.0,3.0
motorbik,3.0,1.0
motorboat,1.0,
motorcycl,13.0,6.0
motorcyclist,1.0,
motorcylc,,1.0
motorist,1.0,
motormouth,1.0,1.0
motown,1.0,
motownsing,,1.0
motss,,4.0
motsss,,2.0
motta,,17.0
motto,,2.0
moulin,,9.0
mount,6.0,6.0
mountain,25.0,24.0
mountainclimb,,1.0
mountainhil,1.0,
mountainsid,1.0,2.0
mountaintop,,1.0
mourn,4.0,8.0
mous,13.0,12.0
mousehunt,,1.0
mouseket,1.0,
mousetrap,,1.0
mousi,4.0,2.0
mouss,1.0,
moustach,3.0,
mouth,36.0,42.0
mouthbreath,1.0,
mouthopen,,1.0
mouthpiec,1.0,
mouthtomouth,1.0,
mouthwat,,1.0
move,173.0,219.0
movedand,,1.0
movement,13.0,35.0
movementwithout,1.0,
movesin,,1.0
movi,2568.0,2090.0
moviea,1.0,
movieani,,1.0
moviebedpost,1.0,
moviecould,,1.0
moviego,26.0,11.0
movieh,1.0,
moviehous,,1.0
moviejacki,,1.0
movielov,,1.0
moviemak,10.0,12.0
movieoftheweek,,1.0
movieplex,1.0,
moviereview,,2.0
movieroad,1.0,
movies,1.0,
movieseveryth,,1.0
movieslik,1.0,
moviespeci,,1.0
moviestar,1.0,1.0
moviesthi,1.0,
moviestv,,1.0
movieton,1.0,
moview,1.0,
moviewatch,,1.0
moviewithinamovi,1.0,
movieyou,1.0,
movinglyinto,,1.0
mow,1.0,1.0
mower,2.0,
moxin,1.0,
moxon,2.0,
moxxon,4.0,
mozambiqu,,1.0
mozart,,8.0
mozel,1.0,
mozzel,1.0,
mpaa,2.0,12.0
mpd,1.0,
mph,,1.0
mppa,,1.0
mr,127.0,131.0
mrs,32.0,25.0
ms,23.0,27.0
msnbc,3.0,2.0
mstk,1.0,3.0
mstked,1.0,
mt,1.0,
mtcts,1.0,
mtv,16.0,11.0
mtvgener,,1.0
mtvinfluenc,1.0,
mtvland,1.0,
mtvs,2.0,
mtvstyle,1.0,1.0
mtvtype,,1.0
much,713.0,739.0
muchadmir,,1.0
muchand,1.0,
muchballyhoo,1.0,
muchdecor,1.0,
muchdiscuss,1.0,1.0
muchherald,,1.0
muchlarg,,1.0
muchloath,1.0,
muchmacho,1.0,
muchneed,6.0,2.0
mucho,,2.0
muchpriz,,1.0
muchshroudedinsecreci,,1.0
muchtalkedabout,1.0,
muchwelcom,,1.0
muck,5.0,
mucus,,1.0
mud,2.0,2.0
muddi,2.0,1.0
muddl,15.0,3.0
muder,1.0,
mudhol,1.0,
mudslid,,1.0
muellerstahl,3.0,3.0
mufasa,,1.0
muff,,2.0
muffin,,1.0
muffl,2.0,1.0
mufti,2.0,
mug,17.0,1.0
mugatu,,2.0
mugatus,,2.0
mugger,3.0,
mugshot,2.0,
muhammad,,2.0
mulan,1.0,76.0
mulanget,,1.0
mulcahi,1.0,
mulder,7.0,18.0
muldoon,,1.0
mule,1.0,
mulholland,8.0,
mull,,1.0
mullal,1.0,
mullan,1.0,3.0
mullen,,7.0
mulqueen,1.0,
mulroney,1.0,
multi,1.0,2.0
multiarm,1.0,
multibillion,1.0,1.0
multibillionar,,1.0
multicharact,,1.0
multicolor,1.0,1.0
multiday,,2.0
multidimens,,1.0
multidimension,1.0,6.0
multiethnicmultin,1.0,
multifacet,,4.0
multiform,,1.0
multihu,,1.0
multilay,,2.0
multilevelmarket,,1.0
multimillion,2.0,2.0
multimillionair,3.0,1.0
multimilliondollar,,1.0
multimultiplex,1.0,
multin,,1.0
multiperson,,1.0
multipictur,1.0,
multipl,16.0,25.0
multiplex,7.0,6.0
multipli,3.0,3.0
multiraci,,1.0
multital,,1.0
multithread,1.0,
multitud,4.0,6.0
multiweek,1.0,
mum,,2.0
mumbl,8.0,3.0
mumbo,2.0,1.0
mumbojumbo,4.0,
mumford,1.0,
mummi,4.0,13.0
mump,1.0,
mumu,,1.0
munch,3.0,2.0
munchausen,1.0,
munchkin,2.0,
munci,,1.0
mundan,3.0,10.0
mundi,,2.0
municip,1.0,
munro,1.0,
munson,4.0,
munster,,1.0
munund,,2.0
muppet,4.0,6.0
mural,1.0,
murata,2.0,
murawski,,1.0
murch,,1.0
murder,139.0,143.0
murderandcoverup,1.0,
murderedforc,,1.0
murdererintrain,,1.0
murdererontheloos,,1.0
murdermysteri,,1.0
murdoch,2.0,12.0
murdochesqu,,1.0
muresan,5.0,
muriel,,1.0
murki,9.0,3.0
murmur,1.0,
murphi,75.0,58.0
murray,22.0,22.0
murrieta,,1.0
murtaugh,,1.0
muscat,,1.0
muscl,11.0,3.0
musclebound,1.0,1.0
muscular,3.0,4.0
muse,2.0,12.0
musetta,1.0,
museum,5.0,10.0
mush,4.0,
mushi,3.0,
mushroom,6.0,
mushroomcloud,1.0,
mushu,,9.0
mushymouth,1.0,
music,174.0,310.0
musician,9.0,12.0
musicologist,,1.0
musker,,1.0
musket,16.0,3.0
muslim,2.0,5.0
muslimar,,1.0
mussolini,,2.0
mustach,4.0,1.0
mustafa,,1.0
mustang,1.0,
mustard,1.0,
mustbeimprovis,1.0,
muster,7.0,6.0
mustse,,6.0
mustv,,1.0
mut,,1.0
mutant,9.0,4.0
mutat,7.0,4.0
mute,6.0,17.0
muth,,1.0
mutha,1.0,
muthashut,,1.0
mutil,5.0,3.0
mutini,,2.0
mutter,5.0,5.0
muttonchop,,1.0
mutual,3.0,9.0
myagi,,1.0
mychael,,3.0
myer,24.0,40.0
myerss,1.0,
mykelti,3.0,1.0
myra,4.0,
myriad,5.0,3.0
myrick,,1.0
myself,64.0,51.0
myseri,,1.0
mysogni,1.0,
mysor,1.0,
mysteri,84.0,124.0
mysterian,2.0,
mysterioso,,1.0
mysteriousboyfriend,1.0,
mysterti,2.0,
mysterygirlwhosnorealmysteri,1.0,
mystic,7.0,16.0
mysticalperhap,1.0,
mystifi,,1.0
myth,3.0,6.0
mythic,6.0,9.0
mytholog,3.0,7.0
na,1.0,7.0
nab,,4.0
nabokov,,1.0
naboo,4.0,14.0
nacho,,1.0
nada,1.0,
nadia,2.0,2.0
nadir,2.0,
nadja,1.0,
nado,1.0,
nag,3.0,2.0
nagl,,1.0
nah,1.0,
naidu,,1.0
naifeh,,1.0
nail,13.0,20.0
nailbit,1.0,
nair,,3.0
naiv,8.0,17.0
naivet,,2.0
naiveti,,1.0
nake,41.0,16.0
nam,,1.0
name,302.0,298.0
namebrand,1.0,
nameless,3.0,3.0
namequot,1.0,
namerecognit,,1.0
namesak,2.0,2.0
naminspir,,1.0
namuth,,2.0
nan,,1.0
nanci,2.0,6.0
nandita,,1.0
nanni,2.0,4.0
nanobomb,1.0,
nanook,,1.0
naoki,1.0,
naomi,3.0,3.0
naoto,,2.0
nap,2.0,2.0
napalm,,1.0
napkin,,1.0
napolean,1.0,
narc,,1.0
narcissist,4.0,1.0
narcolepsi,2.0,1.0
narcot,4.0,4.0
nari,6.0,3.0
narrat,44.0,113.0
narrow,3.0,6.0
narrowli,3.0,7.0
narrowmind,,4.0
narrowminded,,1.0
narrowwaist,1.0,
nasa,19.0,1.0
nasal,1.0,
nascar,,1.0
naseeruddin,,1.0
nashel,,1.0
nashvill,,1.0
nass,,2.0
nastassja,1.0,1.0
nasti,31.0,31.0
nastier,,1.0
nastiest,1.0,
natacha,1.0,
natali,9.0,15.0
natascha,1.0,2.0
natasha,29.0,15.0
nathan,7.0,3.0
nathaniel,2.0,1.0
nation,27.0,45.0
nationalist,1.0,
nationst,,1.0
nationstyp,,1.0
nationwid,1.0,3.0
nativ,14.0,17.0
nativeborn,,1.0
natur,78.0,178.0
naturalist,,3.0
naturelov,,1.0
naught,3.0,1.0
naughti,2.0,4.0
naughton,2.0,
naunton,1.0,
nausea,1.0,
nauseam,2.0,
nauseat,8.0,3.0
nauseous,1.0,
nauseum,1.0,
nausuem,1.0,
naval,1.0,11.0
navarro,1.0,1.0
navaz,,6.0
navel,1.0,
navi,4.0,11.0
navig,6.0,8.0
naysay,,2.0
nazi,11.0,28.0
nazicharg,1.0,
nazicollabor,,1.0
nazistyl,1.0,
nba,1.0,1.0
nbc,1.0,1.0
nbcs,,2.0
nbsp,58.0,
nc,5.0,13.0
nch,,1.0
nd,,4.0
ne,1.0,
neal,1.0,9.0
nealon,,1.0
near,148.0,192.0
nearbi,5.0,18.0
nearblizzard,1.0,
nearconst,1.0,1.0
neardeath,,1.0
nearedenlik,,1.0
nearest,,3.0
nearfin,,1.0
nearfutur,,1.0
neari,,4.0
nearimposs,2.0,
nearindestruct,1.0,
nearlybrain,,1.0
nearlyfars,,1.0
nearlyperfect,,1.0
nearmasterpiec,,1.0
nearperfect,,1.0
nearpornograph,1.0,
nearruin,,1.0
nearsight,1.0,
neartot,1.0,
nearunintelligbl,1.0,
nearuproar,,1.0
neat,17.0,17.0
neater,1.0,
neato,1.0,
nebbish,4.0,
nebraska,1.0,
nebul,,1.0
necces,1.0,
neccessari,,2.0
necesari,1.0,
necess,5.0,5.0
necessari,26.0,31.0
necessarili,19.0,26.0
necessit,,1.0
neck,16.0,12.0
neckbrac,1.0,1.0
neckdeep,,2.0
necklac,,5.0
neckti,1.0,
necrophilia,3.0,1.0
necroplasm,1.0,
ned,16.0,19.0
need,272.0,221.0
needi,1.0,2.0
needl,2.0,3.0
needlejab,,1.0
needless,17.0,12.0
neednt,,3.0
neeson,16.0,15.0
nefari,1.0,4.0
negat,19.0,21.0
negin,,2.0
neglect,5.0,10.0
neglig,4.0,
neglige,1.0,
negoti,10.0,25.0
nehru,1.0,
neic,,2.0
neidermey,,1.0
neigbor,,1.0
neigh,,1.0
neighbor,26.0,30.0
neighborhood,7.0,8.0
neighbour,3.0,3.0
neighbourhood,2.0,4.0
neighboursock,1.0,
neil,19.0,26.0
neill,5.0,9.0
neillbett,,1.0
neilsen,1.0,
nekhorvich,1.0,
nelkan,1.0,
nell,4.0,1.0
nello,,24.0
nelson,6.0,13.0
nemes,,1.0
nemesesshaken,1.0,
nemesi,8.0,6.0
nen,,1.0
nenett,,1.0
neo,1.0,16.0
neoclass,,1.0
neofascist,1.0,
neofeminist,,1.0
neogoth,,1.0
neon,4.0,1.0
neonazi,,2.0
neonlit,,1.0
neonoir,3.0,1.0
neophyt,,4.0
neoreal,3.0,
nephew,3.0,7.0
neptun,,3.0
nerd,8.0,6.0
nerdi,5.0,1.0
nerdiest,,1.0
neri,,1.0
nero,,2.0
nerv,11.0,9.0
nervejangl,1.0,
nerveshatt,,1.0
nervewrack,,1.0
nervous,5.0,23.0
nescaf,1.0,
nesmith,1.0,5.0
ness,,8.0
nest,6.0,2.0
nestl,,1.0
net,6.0,9.0
nether,2.0,1.0
netherrealm,1.0,
netherworld,1.0,2.0
netsurf,1.0,
network,20.0,10.0
networkaffili,,1.0
neumann,,1.0
neumeier,1.0,1.0
neurolog,1.0,
neurologist,,1.0
neuros,1.0,1.0
neurot,4.0,9.0
neutral,4.0,4.0
neutralcolour,,1.0
neutron,1.0,
neuv,,1.0
neuwirth,1.0,2.0
nevada,1.0,5.0
neve,9.0,20.0
never,456.0,522.0
neverbeforeseen,,1.0
neverceas,1.0,
neverend,1.0,2.0
neverheardof,1.0,
neverland,2.0,
nevertheless,11.0,30.0
new,393.0,500.0
newa,,1.0
newark,3.0,
newbi,1.0,1.0
newbigin,,1.0
newborn,4.0,
newcom,9.0,19.0
newel,2.0,1.0
newer,4.0,4.0
newermodel,1.0,
newest,5.0,13.0
newfound,5.0,5.0
newfoundland,1.0,
newhart,2.0,2.0
newimprov,1.0,
newkidontheblock,1.0,
newland,,1.0
newli,6.0,12.0
newlyacquir,,1.0
newlyborn,,1.0
newlybroken,,1.0
newlycr,1.0,
newlyform,1.0,
newlyjar,,1.0
newlyrestor,1.0,
newlyreunit,,1.0
newlyw,1.0,
newman,8.0,15.0
newmar,1.0,
newoth,1.0,
newport,,1.0
news,35.0,40.0
newself,1.0,
newsgroup,3.0,2.0
newslett,1.0,3.0
newsmagazin,1.0,
newsman,1.0,1.0
newspap,10.0,11.0
newsradio,1.0,1.0
newsreel,,2.0
newsweek,1.0,2.0
newswoman,1.0,
newt,,6.0
newton,8.0,8.0
newtonjohn,,6.0
next,157.0,161.0
nextdoor,1.0,
nexttonextofkin,1.0,
nexttonoth,1.0,
nfeatur,,1.0
nfl,3.0,2.0
ngo,,1.0
ngoc,,1.0
nguyen,,1.0
nhl,1.0,
nhu,,1.0
nia,2.0,3.0
niagra,1.0,
nibbl,1.0,
nic,2.0,
niccol,,15.0
nice,137.0,173.0
niceguy,,3.0
niceguyswhodontdeservetobeinprison,1.0,
nicer,3.0,1.0
nicest,,1.0
nich,2.0,3.0
nichol,4.0,1.0
nichola,13.0,19.0
nicholson,15.0,39.0
nicholsonblowndownthestreet,1.0,
nick,67.0,45.0
nickelodeon,,1.0
nicki,15.0,7.0
nicknam,4.0,11.0
nickola,3.0,
nico,1.0,
nicol,8.0,17.0
nicola,15.0,11.0
nicolet,,4.0
nicolett,,1.0
nicoletta,,3.0
nicolo,1.0,
nicolodi,,1.0
nicotin,2.0,
niebaum,,2.0
niec,8.0,
nielsen,14.0,4.0
nielson,4.0,
nienchen,1.0,
nietzsch,,2.0
niflheim,,1.0
nifti,13.0,10.0
niftiest,,1.0
nigel,2.0,9.0
niger,1.0,
nigeria,,1.0
nigger,1.0,2.0
niggl,1.0,1.0
nigh,1.0,
nighinvulner,1.0,
nighshift,1.0,
night,168.0,225.0
nightclub,11.0,9.0
nighthawk,,1.0
nighti,1.0,
nightingal,2.0,
nightjourney,,1.0
nightlif,1.0,
nightmar,30.0,29.0
nightmarish,2.0,7.0
nightski,,1.0
nightspot,1.0,1.0
nighttim,2.0,1.0
nigra,,1.0
nihilist,1.0,12.0
nikita,3.0,3.0
niknak,1.0,
niko,2.0,
nil,3.0,1.0
nile,,2.0
nimbl,1.0,1.0
nina,2.0,12.0
nincompoop,4.0,
nine,21.0,7.0
ninefilm,1.0,
nineteeneighti,,1.0
nineteenth,1.0,2.0
ninetenth,,1.0
nineti,10.0,10.0
ninetyf,1.0,
ninetyseven,1.0,
nineyear,1.0,1.0
nineyearold,3.0,1.0
ninja,2.0,4.0
ninjaman,,1.0
ninni,,1.0
nino,1.0,2.0
nintendo,1.0,
ninth,3.0,2.0
ninthconsecut,1.0,
ninthhand,1.0,
nippl,4.0,3.0
niro,10.0,39.0
nirojam,1.0,
nirtoest,1.0,
nirvana,1.0,
nisen,1.0,
nishi,3.0,
nit,,1.0
nita,,1.0
nite,3.0,
nitpick,,4.0
nitpicki,2.0,
nitrit,1.0,
nitro,6.0,
nitrous,2.0,
nittygritti,1.0,1.0
nivola,2.0,
nix,2.0,
nixon,2.0,4.0
nm,1.0,1.0
nntphub,2.0,
nntppostinghost,1.0,
noah,1.0,5.0
nob,1.0,
nobel,1.0,
nobil,,5.0
nobl,9.0,11.0
nobleman,,2.0
nobler,,1.0
noblest,,2.0
nobli,,1.0
nobodi,38.0,26.0
nobodyl,1.0,
noboyd,,1.0
nobrain,2.0,6.0
nobudget,1.0,
nobuko,,2.0
nobullshit,1.0,
nocturn,,2.0
nod,7.0,14.0
nodialog,,1.0
noel,6.0,1.0
nofril,1.0,
noggin,1.0,1.0
nogood,,1.0
nogoodnik,,1.0
noho,1.0,
noholdsbar,,1.0
nohop,1.0,
noir,22.0,19.0
noiresqu,,1.0
noirish,1.0,3.0
nois,13.0,10.0
noisi,4.0,2.0
noisili,,1.0
nolan,2.0,2.0
nolot,,2.0
nolstalg,,1.0
nolt,4.0,18.0
nom,1.0,1.0
nomad,1.0,
nomi,11.0,12.0
nomin,16.0,58.0
nomine,,8.0
non,1.0,5.0
nonaccept,1.0,
nonact,1.0,
nonactor,,2.0
nonam,2.0,2.0
nonapespeak,1.0,
nonbasebal,1.0,
nonbeliev,1.0,
nonbritish,,1.0
noncartoon,1.0,
nonchal,4.0,1.0
noncharismat,1.0,
nonclass,1.0,
noncolor,,2.0
noncomed,,1.0
noncommitt,,1.0
noncrimin,1.0,
noncyn,,1.0
nondavid,,1.0
nondescript,1.0,2.0
nondiscrimin,1.0,
nondisney,,1.0
nondrink,,1.0
none,113.0,55.0
nonens,,1.0
nonent,,1.0
nonetheless,10.0,30.0
nonetoopleas,,1.0
nonetoosubt,,1.0
nonetoosubtl,1.0,1.0
nonetoosuccess,1.0,
nonev,2.0,
nonexist,11.0,4.0
nonfan,2.0,6.0
nonfict,2.0,2.0
nonformula,,2.0
nonfriend,1.0,
nonhorror,1.0,
nonhuman,2.0,3.0
nonissu,,1.0
nonjudgement,,1.0
nonlinear,1.0,4.0
nonliter,,1.0
nonmatine,,1.0
nonmemb,1.0,
nonmemor,,1.0
nonmonkey,1.0,
nonnud,1.0,
nono,2.0,
nonoffens,,1.0
nononsens,3.0,4.0
nonpc,,1.0
nonplus,,1.0
nonpluss,1.0,
nonpres,1.0,
nonprofession,,2.0
nonquest,,1.0
nonrel,,1.0
nonreligi,1.0,1.0
nonromant,,1.0
nonsatir,1.0,
nonsens,27.0,4.0
nonsequitur,1.0,
nonsexualyetslightlyhomoerot,,1.0
nonspecif,1.0,
nonspoil,1.0,
nonstereotyp,,1.0
nonstop,10.0,12.0
nonstori,1.0,
nonsupermodel,,1.0
nonsupernatur,,1.0
nonthreaten,3.0,1.0
nonthril,1.0,
nontitil,1.0,
nontradit,,1.0
nontrekki,,1.0
nontriplex,,1.0
nonud,,1.0
nonunion,,1.0
nonverb,,1.0
nonviol,1.0,
nonwebb,1.0,
nonwedlock,,1.0
noodl,1.0,7.0
noodlehead,1.0,
nook,,2.0
nooki,1.0,
noon,4.0,10.0
noooo,1.0,
nope,7.0,1.0
nora,8.0,12.0
norad,,3.0
noraruthaol,3.0,
norbu,,1.0
nordoffhal,1.0,1.0
norfolk,,1.0
norm,16.0,8.0
norma,1.0,3.0
normal,35.0,62.0
normalci,,3.0
normallook,,1.0
norman,11.0,7.0
normandi,1.0,3.0
norri,6.0,1.0
norristown,,1.0
nors,1.0,
north,11.0,29.0
northam,2.0,
northeast,,2.0
northen,1.0,
northern,2.0,2.0
northmen,2.0,
northward,,1.0
northwest,3.0,3.0
northwestern,,2.0
norton,6.0,34.0
norvill,1.0,2.0
norway,2.0,1.0
norwood,,1.0
nose,15.0,12.0
noseble,1.0,
nosed,1.0,3.0
noseworthi,2.0,
nosferatu,1.0,4.0
noshow,,1.0
nosi,2.0,2.0
nossit,2.0,
nostalg,8.0,11.0
nostalgia,12.0,12.0
nostalig,,1.0
nostril,1.0,
nostromo,,3.0
notabl,29.0,41.0
notbad,,1.0
notch,6.0,16.0
note,101.0,126.0
noteabl,,1.0
notebook,2.0,2.0
notefornot,2.0,
noteperfect,,1.0
noteriati,,1.0
noteworthi,6.0,7.0
notformail,1.0,
notguilti,,1.0
noth,340.0,225.0
nothing,1.0,1.0
nothingleast,1.0,
nothingw,,1.0
nothought,,1.0
notic,56.0,74.0
notinahurri,,1.0
notion,23.0,17.0
notori,6.0,11.0
notorieti,,4.0
notquitehalfbak,1.0,
notquitekosh,1.0,
notquitesubtl,,1.0
notquitethril,,1.0
notr,1.0,7.0
notreallyallthatfunni,,1.0
notsh,1.0,
notso,1.0,
notsodarkest,1.0,
notsoengross,1.0,
notsoglori,1.0,
notsohappili,1.0,
notsohappilymarri,,1.0
notsoinnoc,1.0,
notsonic,,1.0
notsoobvi,,1.0
notsopract,,1.0
notsoright,,1.0
notsostun,1.0,
notsosubtl,,1.0
notsotal,1.0,
nottobeunderestim,,1.0
nottooprecoci,1.0,
notverygood,1.0,
notwithstand,1.0,4.0
noun,1.0,1.0
nouri,,1.0
nouvell,1.0,
nova,1.0,3.0
novak,,5.0
novel,59.0,114.0
novelis,,1.0
novelist,4.0,8.0
novelti,9.0,1.0
novemb,,6.0
novic,,3.0
novicorp,,2.0
novikov,5.0,5.0
novo,1.0,
novotni,1.0,
now,322.0,369.0
nowaday,9.0,9.0
nowak,,1.0
nowescap,1.0,
nowestrang,1.0,
nowfam,,1.0
nowher,47.0,23.0
nowin,,1.0
nowoutd,,1.0
nowritu,1.0,
nowther,,1.0
nowtir,,1.0
noxema,1.0,
noxima,1.0,
noxious,1.0,
noxzema,1.0,
nozaki,1.0,
nsa,3.0,1.0
nsync,,1.0
ntsc,,2.0
nu,,1.0
nuanc,4.0,12.0
nubil,3.0,
nubla,1.0,
nucci,,2.0
nuclear,16.0,37.0
nuclearweapon,,1.0
nude,19.0,6.0
nudg,2.0,2.0
nudi,,1.0
nuditi,30.0,20.0
nuez,,1.0
nuff,2.0,1.0
nugent,,5.0
nugget,,2.0
nuisanc,2.0,1.0
nuke,2.0,2.0
nukedout,1.0,
nullifi,1.0,
numb,7.0,3.0
number,91.0,100.0
numbskul,,1.0
numer,34.0,41.0
numero,1.0,
numnum,,1.0
nun,5.0,2.0
nunez,1.0,
nuptial,1.0,1.0
nuptialsto,1.0,
nurs,13.0,16.0
nurseri,1.0,
nurtur,1.0,5.0
nut,7.0,3.0
nutbit,,1.0
nutcak,,1.0
nutcas,,2.0
nutcrack,,1.0
nutmeg,,1.0
nutrit,,2.0
nutshel,2.0,5.0
nutsi,,1.0
nutter,2.0,
nuttgen,,2.0
nutti,12.0,3.0
nuttiest,,1.0
nuzzl,1.0,
ny,2.0,3.0
nyah,5.0,6.0
nyc,5.0,3.0
nyman,,1.0
nymphet,,1.0
nympho,2.0,
nymphomaniac,,1.0
nypd,3.0,2.0
nyu,1.0,
nzonzi,,1.0
oaf,1.0,2.0
oafish,1.0,
oahu,2.0,
oakland,,1.0
oasi,,2.0
oath,,2.0
oav,,2.0
obannon,,2.0
obarr,1.0,
obeidi,,1.0
oberon,1.0,
obes,,2.0
obey,2.0,
obi,3.0,3.0
obituari,2.0,1.0
obiwan,4.0,19.0
object,31.0,41.0
objectifi,2.0,
objection,,1.0
oblig,7.0,7.0
obligatori,19.0,16.0
obliqu,,1.0
obliter,1.0,5.0
oblivi,5.0,3.0
oblivion,5.0,2.0
obnoxi,21.0,11.0
obo,3.0,
obradi,,1.0
obrador,,1.0
obrian,,1.0
obrien,1.0,7.0
obscen,8.0,7.0
obscur,7.0,20.0
obser,1.0,
observ,21.0,51.0
observatori,1.0,
observea,,1.0
obsess,34.0,58.0
obsession,,1.0
obsessivecompuls,1.0,4.0
obsolet,1.0,2.0
obssess,3.0,2.0
obstacl,7.0,19.0
obstaclessuch,1.0,
obstetr,,1.0
obstetrician,1.0,1.0
obstruct,2.0,
obtain,6.0,12.0
obtrus,,1.0
obtus,1.0,3.0
obvious,222.0,153.0
obyrn,1.0,
occaision,1.0,
occas,13.0,19.0
occasion,67.0,64.0
occasionallyhumor,,1.0
occasionallywitti,1.0,
occassion,,1.0
occult,2.0,1.0
occup,2.0,5.0
occupationalhazard,,1.0
occupi,8.0,11.0
occur,42.0,52.0
occurr,6.0,6.0
ocean,26.0,25.0
oceanextremeti,1.0,
oceango,,1.0
oceanograph,1.0,
ocious,,1.0
oclock,2.0,1.0
oconnel,8.0,1.0
oconnor,5.0,3.0
oconor,,1.0
ocp,,6.0
octan,1.0,1.0
octob,5.0,31.0
octogenarian,,1.0
octopus,3.0,1.0
octopussi,1.0,
odalisqu,,1.0
odaniel,,1.0
oday,3.0,
odd,79.0,74.0
oddbal,3.0,5.0
oddest,1.0,2.0
odditi,1.0,1.0
oddlytim,1.0,
oddlywho,1.0,
oddsandend,,5.0
oddsmak,,1.0
oddsound,,1.0
ode,1.0,6.0
odereick,1.0,
oderkerk,1.0,
odessa,,3.0
odett,5.0,1.0
odil,,5.0
odious,1.0,2.0
odog,,2.0
odonaghu,1.0,
odonnel,27.0,12.0
odorifer,1.0,
odyssey,5.0,14.0
oedip,,2.0
oedipus,1.0,
oeuvr,2.0,2.0
ofa,1.0,
ofallon,3.0,
ofc,1.0,
offagain,1.0,1.0
offbal,,2.0
offbas,1.0,
offbeat,3.0,17.0
offbroadway,,4.0
offcamera,,1.0
offend,16.0,19.0
offens,41.0,16.0
